,location,surface,rooms,bathrooms,surface_price_rate,premium?,days_from_last_update,price
4114,Barcelona - Esquerra Baixa de l´Eixample,95,3,2,"11,05",False,0,1050
4115,Barcelona - El Coll,45,1,1,"13,33",False,2,600
4116,Barcelona - Porta,70,2,1,"11,43",False,2,800
4117,Barcelona - Raval,68,2,1,"11,76",False,2,800
4118,Barcelona - Poblenou,135,2,3,"48,15",False,0,6500
4119,Barcelona - Vila de Gràcia,94,2,2,"18,82",False,2,1769
4120,Barcelona - Porta,40,2,1,"18,25",False,0,730
4121,Barcelona - Poble Sec,67,3,1,"14,03",False,13,940
4122,Barcelona - Hostafrancs,47,1,1,"15,96",False,10,750
4123,Barcelona - Esquerra Baixa de l´Eixample,83,3,2,"12,04",False,0,999
4124,Barcelona - Camp de l´Arpa,120,3,2,"16,25",False,0,1950
4125,Barcelona - Raval,55,1,1,"19,91",False,22,1095
4126,Barcelona - Badal,82,2,1,"15,85",False,2,1300
4127,Barcelona - Les Corts,70,2,1,"12,50",False,0,875
4128,Barcelona - Pedralbes,65,3,2,"20,00",False,0,1300
4129,Barcelona - Diagonal Mar - La Mar Bella,46,1,1,"97,83",False,5,4500
4130,Barcelona - Sant Andreu,150,3,3,"10,00",False,0,1500
4131,Barcelona - Dreta de l´Eixample,66,2,1,"30,30",False,15,2000
4132,Barcelona - Congrés - Indians,66,3,1,"9,85",False,2,650
4133,Barcelona - Vila de Gràcia,57,1,1,"23,75",False,2,1354
4134,Barcelona - Vila de Gràcia,57,1,1,"24,25",False,2,1382
4135,Barcelona - Gòtic,85,3,2,"12,94",False,2,1100
4136,Barcelona - Vallcarca - Penitents,147,4,2,"10,88",False,0,1600
4137,Barcelona - St. Pere - Sta. Caterina - El Born,296,4,4,"13,51",False,0,4000
4138,Barcelona - Putget - Farró,57,2,1,"19,54",False,0,1114
4139,Barcelona - Pedralbes,200,4,3,"12,45",False,0,2490
4140,Barcelona - St. Pere - Sta. Caterina - El Born,44,1,1,"27,27",False,0,1200
4141,Barcelona - Sant Antoni,123,4,2,"11,79",False,2,1450
4142,Barcelona - Esquerra Alta de l´Eixample,200,4,2,"8,50",False,0,1700
4143,Barcelona - Dreta de l´Eixample,87,3,2,"28,74",False,0,2500
4144,Barcelona - Putget - Farró,65,3,2,"14,92",False,2,970
4145,Barcelona - Sant Gervasi - Galvany,65,3,2,"14,92",False,2,970
4146,Barcelona - Sant Gervasi - Bonanova,65,3,2,"14,92",False,2,970
4147,Barcelona - Esquerra Baixa de l´Eixample,120,4,2,"9,58",False,9,1150
4148,Barcelona - Gòtic,68,2,1,"24,40",False,2,1659
4149,Barcelona - Vila de Gràcia,58,1,1,"22,00",False,2,1276
4150,Barcelona - Dreta de l´Eixample,190,4,3,"15,26",False,0,2900
4151,Barcelona - Barceloneta,45,1,1,"15,33",False,0,690
4152,Barcelona - Badal,80,2,1,"16,25",False,0,1300
4153,Barcelona - Fort Pienc,120,4,3,"24,58",False,0,2950
4154,Barcelona - Sarrià,250,4,3,"19,20",False,2,4800
4155,Barcelona - Tres Torres,274,5,4,"11,68",False,14,3200
4156,Barcelona - Esquerra Alta de l´Eixample,77,4,2,"15,06",False,0,1160
4157,Barcelona - Sant Gervasi - Bonanova,70,1,1,"24,21",False,0,1695
4158,Barcelona - Vila de Gràcia,57,1,1,"24,96",False,2,1423
4159,Barcelona - Vila de Gràcia,57,1,1,"25,54",False,2,1456
4160,Barcelona - Navas,74,3,1,"12,30",False,0,910
4161,Barcelona - Les Corts,67,2,1,"13,13",False,0,880
4162,Barcelona - Guinardó,64,1,1,"15,31",False,0,980
4163,Barcelona - Putget - Farró,74,1,1,"11,96",False,2,885
4164,Barcelona - Tres Torres,228,3,3,"10,96",False,0,2500
4165,Barcelona - Raval,55,1,1,"19,91",False,22,1095
4166,Barcelona - Gòtic,35,1,1,"27,14",False,0,950
4167,Barcelona - Esquerra Alta de l´Eixample,110,3,2,"12,50",False,0,1375
4168,Barcelona - Tres Torres,57,2,1,"14,56",False,2,830
4169,Barcelona - Navas,55,1,1,"20,24",False,2,1113
4170,Barcelona - Vila de Gràcia,94,2,19,2,False,2,1821
4171,Barcelona - Sant Gervasi - Galvany,60,2,1,"14,92",False,0,895
4172,Barcelona - Vila de Gràcia,60,3,1,"13,00",False,0,780
4173,Barcelona - Vila de Gràcia,58,1,1,"25,05",False,2,1453
4174,Barcelona - Gòtic,73,2,1,"23,14",False,2,1689
4175,Barcelona - Dreta de l´Eixample,60,1,1,"18,25",False,0,1095
4176,Barcelona - Verdun,68,3,2,"14,34",False,13,975
4177,Barcelona - Badal,75,3,1,"10,87",False,0,815
4178,Barcelona - Sant Gervasi - Galvany,360,5,5,"31,94",False,16,11500
4179,Barcelona - Esquerra Alta de l´Eixample,110,4,2,"10,00",False,0,1100
4180,Barcelona - La Marina-Montjuïc,73,3,1,"12,33",False,0,900
4181,Barcelona - Vallvidrera - Tibidabo - Les Planes,700,10,6,"28,57",False,16,20000
4182,Barcelona - Sant Gervasi - Bonanova,68,2,1,"19,12",False,13,1300
4183,Barcelona - St. Pere - Sta. Caterina - El Born,140,3,2,"42,86",False,0,6000
4184,Barcelona - St. Pere - Sta. Caterina - El Born,70,1,1,"40,00",False,0,2800
4185,Barcelona - Tres Torres,76,3,1,"15,00",False,0,1140
4186,Barcelona - Esquerra Alta de l´Eixample,67,2,1,"16,42",False,0,1100
4187,Barcelona - St. Pere - Sta. Caterina - El Born,85,1,2,"22,94",False,0,1950
4188,Barcelona - Gòtic,63,2,1,"36,86",False,2,2322
4189,Barcelona - Vallcarca - Penitents,100,3,2,"9,50",False,5,950
4190,Barcelona - Gòtic,81,2,2,"23,02",False,2,1865
4191,Barcelona - Vila de Gràcia,60,1,1,"21,78",False,2,1307
4192,Barcelona - Vila de Gràcia,58,1,1,"23,71",False,2,1375
4193,Barcelona - Vila de Gràcia,58,1,1,"24,17",False,2,1402
4194,Barcelona - St. Pere - Sta. Caterina - El Born,36,1,1,"16,67",False,0,600
4195,Barcelona - Diagonal Mar - La Mar Bella,255,4,4,"23,53",False,2,6000
4196,Barcelona - Sant Genís dels Agudells,57,2,1,"13,16",False,0,750
4197,Barcelona - Sarrià,201,3,3,"14,18",False,0,2850
4198,Barcelona - El Clot,100,4,2,"13,35",False,2,1335
4199,Barcelona - Barceloneta,70,3,1,"14,86",False,0,1040
4200,Barcelona - Putget - Farró,78,1,1,"10,90",False,10,850
4201,Barcelona - Esquerra Baixa de l´Eixample,100,3,2,"14,00",False,0,1400
4202,Barcelona - Sarrià,75,2,2,"17,00",False,2,1275
4203,Barcelona - Sant Gervasi - Galvany,115,2,1,"15,65",False,14,1800
4204,Barcelona - Gòtic,107,3,2,"22,82",False,2,2442
4205,Barcelona - Gòtic,36,1,1,"21,11",False,0,760
4206,Barcelona - Congrés - Indians,80,2,1,"11,25",False,2,900
4207,Barcelona - Congrés - Indians,66,2,1,"12,76",False,2,842
4208,Barcelona - Esquerra Alta de l´Eixample,136,3,2,"10,29",False,0,1400
4209,Barcelona - Gòtic,62,3,1,"19,19",False,11,1190
4210,Barcelona - Sant Gervasi - Galvany,140,5,2,"13,93",False,0,1950
4211,Barcelona - Esquerra Baixa de l´Eixample,60,3,1,"22,33",False,0,1340
4212,Barcelona - Vallcarca - Penitents,53,1,1,"15,09",False,2,800
4213,Barcelona - Gòtic,55,2,1,"21,82",False,2,1200
4214,Barcelona - Putget - Farró,40,1,1,"22,75",False,2,910
4215,Barcelona - Font d´en Fargas,60,2,1,"11,67",False,11,700
4216,Barcelona - Camp de l´Arpa,77,2,1,"11,56",False,0,890
4217,Barcelona - Camp de l´Arpa,140,3,2,"6,43",False,0,900
4218,Barcelona - Poble Sec,45,1,1,"16,00",False,0,720
4219,Barcelona - Poble Sec,60,1,1,"11,67",False,0,700
4220,Barcelona - Provençals del Poblenou,100,3,2,"17,30",False,0,1730
4221,Barcelona - Sants,61,2,1,"14,49",False,9,884
4222,Barcelona - Sant Gervasi - Galvany,426,6,5,"13,85",False,16,5900
4223,Barcelona - Sant Gervasi - Galvany,220,4,3,"12,95",False,16,2850
4224,Barcelona - Sant Gervasi - Galvany,450,4,4,"33,33",False,16,15000
4225,Barcelona - Esquerra Alta de l´Eixample,200,2,3,"16,50",False,16,3300
4226,Barcelona - Sant Gervasi - Galvany,95,2,2,"18,42",False,16,1750
4227,Barcelona - Vallvidrera - Tibidabo - Les Planes,110,3,2,"23,64",False,16,2600
4228,Barcelona - Pedralbes,230,5,3,"16,52",False,16,3800
4229,Barcelona - Sant Gervasi - Galvany,290,5,4,"16,90",False,16,4900
4230,Barcelona - Sant Gervasi - Galvany,125,3,2,"20,00",False,16,2500
4231,Barcelona - Sant Ramon - Maternitat,120,3,2,"19,17",False,16,2300
4232,Barcelona - Baix Guinardó,111,3,2,"10,77",False,0,1195
4233,Barcelona - Sant Ramon - Maternitat,149,4,3,"11,07",False,0,1650
4234,Barcelona - Sant Gervasi - Galvany,225,5,4,"32,00",False,16,7200
4235,Barcelona - Esquerra Alta de l´Eixample,100,3,2,"13,75",False,4,1375
4236,Barcelona - Vila de Gràcia,60,1,1,"21,80",False,2,1308
4237,Barcelona - Sarrià,124,4,2,"29,19",False,16,3619
4238,Barcelona - Baix Guinardó,65,2,1,"13,69",False,0,890
4239,Barcelona - Diagonal Mar - La Mar Bella,90,4,2,"15,56",False,2,1400
4240,Barcelona - Gòtic,94,4,1,"8,67",False,0,815
4241,Barcelona - Sant Gervasi - Galvany,145,5,3,"18,62",False,16,2700
4242,Barcelona - Sant Gervasi - Bonanova,60,1,1,"20,83",False,3,1250
4243,Barcelona - Les Corts,125,4,2,"20,00",False,0,2500
4244,Barcelona - Esquerra Baixa de l´Eixample,60,1,1,"25,50",False,0,1530
4245,Barcelona - Besòs - Maresme,45,1,1,"16,44",False,15,740
4246,Barcelona - Sant Genís dels Agudells,268,3,3,"26,12",False,16,7000
4247,Barcelona - Sant Gervasi - Galvany,60,2,2,"21,67",False,9,1300
4248,Barcelona - Gòtic,57,1,1,"23,37",False,2,1332
4249,Barcelona - Sants,43,1,22,2,False,13,950
4250,Barcelona - Sant Gervasi - Bonanova,220,4,3,"13,18",False,16,2900
4251,Barcelona - Sant Gervasi - Galvany,200,4,2,"15,00",False,0,3000
4252,Barcelona - Poblenou,69,1,1,"14,49",False,0,1000
4253,Barcelona - Raval,50,1,1,"16,00",False,0,800
4254,Barcelona - El Clot,112,3,1,"9,38",False,0,1050
4255,Barcelona - Raval,179,5,2,"15,36",False,0,2750
4256,Barcelona - Guinardó,65,3,1,"13,69",False,0,890
4257,Barcelona - Gòtic,88,1,1,"16,48",False,15,1450
4258,Barcelona - Poble Sec,58,2,1,"14,66",False,0,850
4259,Barcelona - Sant Antoni,60,3,1,"16,50",False,0,990
4260,Barcelona - Font de la Guatlla,50,2,1,"15,80",False,0,790
4261,Barcelona - Sarrià,60,3,1,"14,83",False,0,890
4262,Barcelona - Sant Martí,110,4,2,"11,36",False,2,1250
4263,Barcelona - Sant Gervasi - Galvany,250,5,3,"20,80",False,16,5200
4264,Barcelona - Hostafrancs,75,2,1,"13,33",False,10,1000
4265,Barcelona - Sant Antoni,132,5,2,"11,36",False,12,1500
4266,Barcelona - Poblenou,68,3,1,"13,24",False,0,900
4267,Barcelona - Vila de Gràcia,58,1,1,"31,09",False,16,1803
4268,Barcelona - Pedralbes,250,4,3,"16,80",False,16,4200
4269,Barcelona - Sant Gervasi - Galvany,165,3,2,"16,36",False,16,2700
4270,Barcelona - Glòries El Parc,50,1,1,"22,00",False,0,1100
4271,Barcelona - Putget - Farró,101,3,1,"15,84",False,0,1600
4272,Barcelona - Sant Ramon - Maternitat,79,3,2,"11,39",False,0,900
4273,Barcelona - Barceloneta,70,1,1,"55,71",False,0,3900
4274,Barcelona - Vila de Gràcia,55,3,1,"15,45",False,0,850
4275,Barcelona - Les Corts,121,4,2,"11,57",False,0,1400
4276,Barcelona - Pedralbes,225,4,4,"26,68",False,16,6002
4277,Barcelona - Sant Genís dels Agudells,80,3,1,"10,63",False,0,850
4278,Barcelona - St. Pere - Sta. Caterina - El Born,40,1,17,2,False,0,700
4279,Barcelona - Horta,66,3,1,"14,39",False,8,950
4280,Barcelona - Pedralbes,132,4,3,"25,35",False,16,3346
4281,Barcelona - Sagrada Família,60,2,1,"16,67",False,13,1000
4282,Barcelona - Esquerra Alta de l´Eixample,84,2,1,"13,69",False,0,1150
4283,Barcelona - Sarrià,358,5,3,"11,17",False,0,4000
4284,Barcelona - Horta,85,3,2,"12,94",False,0,1100
4285,Barcelona - Sant Antoni,127,4,2,"9,84",False,0,1250
4286,Barcelona - Raval,95,3,2,"11,58",False,0,1100
4287,Barcelona - Sant Martí,110,3,2,"10,36",False,2,1140
4288,Barcelona - Sant Martí,70,2,2,"14,14",False,2,990
4289,Barcelona - Taxonera,68,2,1,"15,21",False,3,1034
4290,Barcelona - Trinitat Vella,65,2,1,"9,23",False,2,600
4291,Barcelona - El Coll,59,2,1,"13,47",False,0,795
4292,Barcelona - Sant Gervasi - Galvany,270,5,4,"16,80",False,16,4535
4293,Barcelona - Baix Guinardó,65,3,1,"12,31",False,12,800
4294,Barcelona - Font d´en Fargas,56,3,1,"12,50",False,0,700
4295,Barcelona - Gòtic,28,1,1,"25,00",False,0,700
4296,Barcelona - St. Pere - Sta. Caterina - El Born,80,2,2,"37,50",False,0,3000
4297,Barcelona - Putget - Farró,75,3,2,"17,16",False,2,1287
4298,Barcelona - Dreta de l´Eixample,62,2,1,"22,40",False,2,1389
4299,Barcelona - Provençals del Poblenou,75,3,2,"19,19",False,2,1439
4300,Barcelona - Esquerra Alta de l´Eixample,83,3,2,"13,25",False,9,1100
4301,Barcelona - Raval,41,1,1,"17,07",False,0,700
4302,Barcelona - Sants,95,4,2,"13,42",False,0,1275
4303,Barcelona - Sant Gervasi - Galvany,128,5,2,"12,49",False,16,1599
4304,Barcelona - Baix Guinardó,60,3,1,"13,75",False,4,825
4305,Barcelona - Sant Gervasi - Bonanova,60,1,1,"17,67",False,2,1060
4306,Barcelona - Sant Ramon - Maternitat,85,4,1,"12,94",False,0,1100
4307,Barcelona - Barceloneta,70,2,1,"15,00",False,0,1050
4308,Barcelona - Vila de Gràcia,82,2,1,"9,45",False,0,775
4309,Barcelona - Tres Torres,76,4,2,"12,50",False,0,950
4310,Barcelona - Guinardó,55,2,1,"20,00",False,0,1100
4311,Barcelona - Les Corts,42,2,1,"20,83",False,0,875
4312,Barcelona - Gòtic,142,4,2,"13,31",False,0,1890
4313,Barcelona - Congrés - Indians,62,3,1,"13,71",False,0,850
4314,Barcelona - Gòtic,35,1,2,"15,71",False,0,550
4315,Barcelona - St. Pere - Sta. Caterina - El Born,38,1,1,"22,37",False,0,850
4316,Barcelona - Raval,34,1,1,"17,65",False,0,600
4317,Barcelona - Sants,52,2,1,"17,12",False,2,890
4318,Barcelona - Putget - Farró,136,4,12,2,False,14,1750
4319,Barcelona - Vallcarca - Penitents,68,2,1,"15,21",False,3,1034
4320,Barcelona - Sant Gervasi - Bonanova,55,2,2,"18,18",False,0,1000
4321,Barcelona - Fort Pienc,100,4,2,"11,40",False,0,1140
4322,Barcelona - Sant Gervasi - Galvany,50,1,16,2,False,4,800
4323,Barcelona - El Clot,97,4,2,"11,23",False,2,1089
4324,Barcelona - El Clot,100,4,2,"11,30",False,2,1130
4325,Barcelona - El Clot,201,4,2,"6,97",False,0,1400
4326,Barcelona - Sant Gervasi - Bonanova,390,4,5,"16,54",False,2,6451
4327,Barcelona - Vilapicina - Torre Llobeta,55,2,1,"15,00",False,0,825
4328,Barcelona - Prosperitat,60,2,1,"13,33",False,0,800
4329,Barcelona - Esquerra Alta de l´Eixample,79,4,2,"16,58",False,9,1310
4330,Barcelona - Gòtic,68,2,1,"24,40",False,0,1659
4331,Barcelona - Badal,80,2,2,"13,75",False,2,1100
4332,Barcelona - Sarrià,85,2,1,"16,47",False,13,1400
4333,Barcelona - Sants,85,4,2,"11,76",False,0,1000
4334,Barcelona - Vilapicina - Torre Llobeta,68,3,1,"12,35",False,0,840
4335,Barcelona - Sant Andreu,70,3,1,"11,71",False,2,820
4336,Barcelona - Barceloneta,35,1,1,"24,29",False,0,850
4337,Barcelona - Gòtic,129,3,2,"27,13",False,0,3500
4338,Barcelona - Sant Antoni,81,3,1,"12,35",False,13,1000
4339,Barcelona - Sant Gervasi - Galvany,117,3,2,"16,24",False,14,1900
4340,Barcelona - Sants,67,3,1,"12,39",False,0,830
4341,Barcelona - Camp d´en Grassot - Gràcia N.,65,2,1,"20,00",False,0,1300
4342,Barcelona - Guinardó,95,4,2,"10,74",False,15,1020
4343,Barcelona - Vilapicina - Torre Llobeta,70,3,1,"13,57",False,2,950
4344,Barcelona - Dreta de l´Eixample,64,2,4,"18,59",False,9,1190
4345,Barcelona - Raval,30,1,1,"18,33",False,3,550
4346,Barcelona - Esquerra Alta de l´Eixample,260,7,3,"14,62",False,2,3800
4347,Barcelona - Gòtic,45,1,1,"28,89",False,15,1300
4348,Barcelona - Camp de l´Arpa,66,2,1,"11,36",False,0,750
4349,Barcelona - Sant Gervasi - Bonanova,360,5,4,"33,33",False,16,12000
4350,Barcelona - La Marina-Montjuïc,72,1,1,"13,61",False,3,980
4351,Barcelona - Raval,90,3,22,2,False,15,2000
4352,Barcelona - La Bordeta,75,3,1,"14,67",False,0,1100
4353,Barcelona - Badal,80,3,2,"16,88",False,2,1350
4354,Barcelona - Badal,49,2,1,"15,31",False,0,750
4355,Barcelona - Sagrada Família,83,3,3,"11,75",False,0,975
4356,Barcelona - Camp de l´Arpa,90,3,1,"10,56",False,0,950
4357,Barcelona - Congrés - Indians,48,2,1,"15,63",False,3,750
4358,Barcelona - Camp de l´Arpa,45,1,1,"17,00",False,2,765
4359,Barcelona - Poblenou,56,3,1,"16,96",False,0,950
4360,Barcelona - Camp de l´Arpa,58,2,1,"14,66",False,3,850
4361,Barcelona - Fort Pienc,74,3,2,"13,51",False,0,1000
4362,Barcelona - Vilapicina - Torre Llobeta,45,3,1,"15,56",False,12,700
4363,Barcelona - Sant Gervasi - Galvany,127,5,2,"12,13",False,2,1540
4364,Barcelona - Vila de Gràcia,75,1,1,"34,49",False,16,2587
4365,Barcelona - La Bordeta,80,4,1,"10,88",False,5,870
4366,Barcelona - Font de la Guatlla,39,1,1,"16,67",False,0,650
4367,Barcelona - La Salut,55,3,1,"13,64",False,0,750
4368,Barcelona - Turó de la Peira - Can Peguera,67,3,1,"13,36",False,0,895
4369,Barcelona - Vallcarca - Penitents,122,4,2,"10,25",False,0,1250
4370,Barcelona - Sarrià,63,2,1,"15,24",False,9,960
4371,Barcelona - Guinardó,50,2,1,"14,60",False,13,730
4372,Barcelona - La Guineueta,83,3,1,"9,64",False,0,800
4373,Barcelona - Putget - Farró,48,2,1,"16,46",False,0,790
4374,Barcelona - Gòtic,70,3,2,"19,29",False,3,1350
4375,Barcelona - Vila de Gràcia,60,2,1,"16,50",False,2,990
4376,Barcelona - Guinardó,66,2,1,"11,68",False,2,771
4377,Barcelona - Navas,70,3,1,"11,71",False,9,820
4378,Barcelona - Esquerra Baixa de l´Eixample,87,3,2,"10,92",False,0,950
4379,Barcelona - Raval,65,2,1,"14,62",False,0,950
4380,Barcelona - Sant Gervasi - Galvany,186,5,2,"10,48",False,0,1950
4381,Barcelona - Camp de l´Arpa,58,2,1,"15,95",False,10,925
4382,Barcelona - Raval,55,2,1,"26,91",False,0,1480
4383,Barcelona - Esquerra Alta de l´Eixample,78,2,1,"19,23",False,0,1500
4384,Barcelona - Esquerra Alta de l´Eixample,72,3,1,"15,97",False,0,1150
4385,Barcelona - Sant Gervasi - Galvany,120,3,2,"14,58",False,4,1750
4386,Barcelona - Vila de Gràcia,60,2,1,"15,17",False,0,910
4387,Barcelona - La Salut,32,1,19,2,False,0,620
4388,Barcelona - Dreta de l´Eixample,60,1,1,"24,17",False,0,1450
4389,Barcelona - El Coll,75,4,1,"12,00",False,12,900
4390,Barcelona - Putget - Farró,45,1,1,"18,33",False,13,825
4391,Barcelona - Sant Martí,81,3,2,"12,47",False,2,1010
4392,Barcelona - Sant Andreu,50,3,1,"16,00",False,9,800
4393,Barcelona - Diagonal Mar - La Mar Bella,76,2,2,"20,79",False,14,1580
4394,Barcelona - Congrés - Indians,70,3,1,"16,43",False,4,1150
4395,Barcelona - Congrés - Indians,65,3,1,"12,31",False,5,800
4396,Barcelona - Esquerra Alta de l´Eixample,70,3,1,"17,86",False,0,1250
4397,Barcelona - Esquerra Baixa de l´Eixample,68,3,1,"16,03",False,3,1090
4398,Barcelona - Sant Martí,70,1,1,"10,86",False,11,760
4399,Barcelona - Tres Torres,181,4,2,"14,36",False,15,2600
4400,Barcelona - Can Baró,56,1,1,"12,86",False,10,720
4401,Barcelona - Sarrià,130,3,2,"29,38",False,16,3819
4402,Barcelona - Camp de l´Arpa,80,3,1,"13,55",False,0,1084
4403,Barcelona - Camp de l´Arpa,72,3,1,"10,21",False,3,735
4404,Barcelona - Dreta de l´Eixample,160,5,2,"12,94",False,0,2070
4405,Barcelona - Provençals del Poblenou,60,1,1,"17,07",False,2,1024
4406,Barcelona - Raval,80,3,2,"14,25",False,2,1140
4407,Barcelona - Camp d´en Grassot - Gràcia N.,102,3,2,"12,75",False,0,1300
4408,Barcelona - Font d´en Fargas,185,1,2,"8,11",False,0,1500
4409,Barcelona - Dreta de l´Eixample,142,4,3,"12,68",False,0,1800
4410,Barcelona - Sant Gervasi - Galvany,190,4,3,"15,26",False,5,2900
4411,Barcelona - Sagrada Família,75,3,2,"11,33",False,11,850
4412,Barcelona - Sant Gervasi - Galvany,415,5,5,"19,28",False,0,8000
4413,Barcelona - Raval,70,3,1,"15,71",False,4,1100
4414,Barcelona - Sant Gervasi - Bonanova,198,4,3,"13,13",False,0,2600
4415,Barcelona - Raval,63,2,1,"15,08",False,3,950
4416,Barcelona - Tres Torres,104,4,2,"15,38",False,0,1600
4417,Barcelona - La Bordeta,54,1,14,2,False,2,795
4418,Barcelona - Horta,35,1,1,"19,37",False,2,678
4419,Barcelona - Camp de l´Arpa,45,1,1,"16,40",False,2,738
4420,Barcelona - La Salut,80,4,2,"13,75",False,2,1100
4421,Barcelona - Gòtic,57,1,1,"23,37",False,22,1332
4422,Barcelona - Poblenou,88,5,2,"14,03",False,0,1235
4423,Barcelona - Dreta de l´Eixample,33,1,1,"23,64",False,0,780
4424,Barcelona - La Guineueta,60,2,1,"12,17",False,0,730
4425,Barcelona - Sant Gervasi - Bonanova,61,2,1,"16,23",False,14,990
4426,Barcelona - Gòtic,50,1,1,"16,00",False,0,800
4427,Barcelona - Dreta de l´Eixample,35,1,1,"21,17",False,2,741
4428,Barcelona - Sarrià,195,4,4,"12,82",False,0,2500
4429,Barcelona - El Clot,70,2,1,"12,79",False,0,895
4430,Barcelona - Dreta de l´Eixample,50,1,1,"19,00",False,2,950
4431,Barcelona - Camp de l´Arpa,75,3,2,"12,67",False,0,950
4432,Barcelona - Gòtic,75,2,1,"22,52",False,0,1689
4433,Barcelona - La Sagrera,50,1,1,"16,00",False,0,800
4434,Barcelona - Sant Antoni,145,4,2,"9,66",False,0,1400
4435,Barcelona - Turó de la Peira - Can Peguera,95,3,2,"10,00",False,3,950
4436,Barcelona - Barceloneta,55,1,1,"27,27",False,0,1500
4437,Barcelona - Esquerra Baixa de l´Eixample,46,2,1,"18,48",False,0,850
4438,Barcelona - St. Pere - Sta. Caterina - El Born,80,2,1,"10,88",False,13,870
4439,Barcelona - Sarrià,115,3,2,"29,91",False,16,3440
4440,Barcelona - Sant Antoni,66,2,2,"17,05",False,3,1125
4441,Barcelona - Sant Martí,75,3,1,"16,00",False,0,1200
4442,Barcelona - Camp de l´Arpa,85,3,1,"19,41",False,0,1650
4443,Barcelona - Vila de Gràcia,85,3,2,"14,12",False,0,1200
4444,Barcelona - El Clot,90,4,2,"13,33",False,0,1200
4445,Barcelona - Tres Torres,50,1,1,"30,00",False,0,1500
4446,Barcelona - Font de la Guatlla,50,2,1,"16,00",False,5,800
4447,Barcelona - La Bordeta,73,3,1,"11,99",False,0,875
4448,Barcelona - Guinardó,60,3,1,"12,42",False,0,745
4449,Barcelona - Porta,56,1,1,"13,16",False,10,737
4450,Barcelona - Sant Gervasi - Galvany,44,1,1,"21,59",False,2,950
4451,Barcelona - Sant Gervasi - Galvany,200,4,3,"9,25",False,7,1850
4452,Barcelona - Vila de Gràcia,40,1,1,"19,38",False,0,775
4453,Barcelona - Sant Ramon - Maternitat,85,2,10,2,False,0,900
4454,Barcelona - Vila de Gràcia,58,3,1,"13,79",False,15,800
4455,Barcelona - Les Corts,150,4,3,"12,00",False,0,1800
4456,Barcelona - Raval,47,1,1,"17,02",False,4,800
4457,Barcelona - Besòs - Maresme,80,3,1,"11,25",False,2,900
4458,Barcelona - St. Pere - Sta. Caterina - El Born,157,3,2,"25,48",False,14,4000
4459,Barcelona - Gòtic,78,4,2,"14,10",False,3,1100
4460,Barcelona - Pedralbes,700,7,5,"39,29",False,14,27500
4461,Barcelona - Sant Andreu,60,2,1,"14,00",False,0,840
4462,Barcelona - Horta,70,3,1,"10,71",False,0,750
4463,Barcelona - Sant Gervasi - Galvany,70,3,1,"16,43",False,0,1150
4464,Barcelona - Sant Antoni,54,3,1,"20,37",False,5,1100
4465,Barcelona - Les Corts,40,1,1,"20,25",False,13,810
4466,Barcelona - Vila de Gràcia,100,2,2,"13,00",False,3,1300
4467,Barcelona - Sarrià,100,2,2,"27,00",False,16,2700
4468,Barcelona - Can Baró,90,3,2,"12,22",False,0,1100
4469,Barcelona - Dreta de l´Eixample,70,2,2,"17,00",False,0,1190
4470,Barcelona - Sarrià,102,3,2,"24,51",False,0,2500
4471,Barcelona - Sant Gervasi - Bonanova,792,6,6,"26,52",False,0,21000
4472,Barcelona - Badal,43,2,1,"15,98",False,12,687
4473,Barcelona - Camp de l´Arpa,75,2,1,"11,67",False,0,875
4474,Barcelona - Putget - Farró,140,4,2,"12,32",False,13,1725
4475,Barcelona - Esquerra Baixa de l´Eixample,120,3,2,"11,25",False,2,1350
4476,Barcelona - Putget - Farró,70,3,2,"12,14",False,4,850
4477,Barcelona - Fort Pienc,120,4,3,"24,58",False,0,2950
4478,Barcelona - Esquerra Baixa de l´Eixample,60,2,2,"14,17",False,0,850
4479,Barcelona - Poble Sec,100,3,1,"12,00",False,0,1200
4480,Barcelona - Camp de l´Arpa,50,1,1,"15,00",False,0,750
4481,Barcelona - Raval,80,2,2,"23,75",False,0,1900
4482,Barcelona - Sants,80,3,1,"11,88",False,0,950
4483,Barcelona - Sant Gervasi - Bonanova,120,4,3,"13,75",False,0,1650
4484,Barcelona - Badal,72,3,1,"13,61",False,0,980
4485,Barcelona - Vila de Gràcia,70,3,14,2,False,14,1000
4486,Barcelona - Raval,40,2,1,"24,50",False,22,980
4487,Barcelona - Les Corts,96,3,2,"11,98",False,0,1150
4488,Barcelona - Sarrià,127,4,2,"18,50",False,0,2350
4489,Barcelona - Sant Gervasi - Galvany,103,4,2,"14,37",False,2,1480
4490,Barcelona - Esquerra Alta de l´Eixample,55,2,1,"16,09",False,0,885
4491,Barcelona - Raval,80,2,2,"20,00",False,0,1600
4492,Barcelona - Font de la Guatlla,60,2,1,"14,17",False,0,850
4493,Barcelona - Sant Gervasi - Galvany,2,,,,False,0,1800
4494,Barcelona - Sants,80,3,1,"10,94",False,11,875
4495,Barcelona - Pedralbes,250,5,4,"12,80",False,0,3200
4496,Barcelona - Esquerra Baixa de l´Eixample,90,5,1,"10,28",False,12,925
4497,Barcelona - Sant Gervasi - Galvany,80,3,2,"12,50",False,0,1000
4498,Barcelona - Putget - Farró,60,3,1,"16,17",False,5,970
